dag_label,algorithm,hardware_size,logical_qubits,dag_seed,ff_chain_depth_raw,ff_chain_depth_shifted,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,total_nodes,total_cycles,throughput,stall_cycles,stall_rate,utilization
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,1,,8,354,125,2.832,11,0.088,0.708
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,1,,1,354,356,0.994382,50,0.140449,0.248596
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,1,,2,354,181,1.955801,12,0.066298,0.48895
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,1,,4,354,115,3.078261,8,0.069565,0.769565
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,1,,8,354,115,3.078261,8,0.069565,0.769565
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,2,,1,354,358,0.988827,66,0.184358,0.247207
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,2,,2,354,191,1.853403,18,0.094241,0.463351
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,2,,4,354,159,2.226415,34,0.213836,0.556604
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,2,,8,354,159,2.226415,34,0.213836,0.556604
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,2,,1,354,358,0.988827,52,0.145251,0.247207
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,2,,2,354,189,1.873016,19,0.100529,0.468254
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,2,,4,354,153,2.313725,36,0.235294,0.578431
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,2,,8,354,153,2.313725,36,0.235294,0.578431
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,3,,1,354,361,0.980609,68,0.188366,0.245152
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,3,,2,354,212,1.669811,34,0.160377,0.417453
