algorithm,policy,raw_stall_bucket,raw_saturation_bucket,latency_profile,width_profile,pair_count,throughput_gain_pct_median,gain_positive_count,gain_positive_rate,gain_ge_5_count,gain_ge_5_rate,gain_ge_20_count,gain_ge_20_rate,predicted_gain_band
QFT,greedy_critical,stall_high,underutilized,l2_l2,W8_M8_F8,5,146.540902,5,1.0,5,1.0,5,1.0,strong
QFT,greedy_critical,stall_high,underutilized,mixed,W8_M8_F8,10,100.0,10,1.0,10,1.0,10,1.0,strong
QFT,greedy_critical,stall_low,near_saturation,l1_l1,W8_M8_F8,5,7.759702,5,1.0,5,1.0,0,0.0,moderate
QFT,greedy_critical,stall_low,underutilized,l1_l1,W8_M8_F4,7,2.066381,7,1.0,2,0.285714,0,0.0,weak
QFT,greedy_critical,stall_low,underutilized,l2_l2,W8_M8_F4,1,6.745776,1,1.0,1,1.0,0,0.0,moderate
QFT,greedy_critical,stall_low,underutilized,mixed,W8_M8_F4,10,4.065049,10,1.0,0,0.0,0,0.0,weak
QFT,greedy_critical,stall_medium,near_saturation,l2_l2,W8_M8_F8,5,23.845193,5,1.0,5,1.0,5,1.0,strong
QFT,greedy_critical,stall_medium,near_saturation,mixed,W8_M8_F8,10,14.750008,10,1.0,10,1.0,0,0.0,moderate
QFT,greedy_critical,stall_medium,underutilized,l1_l1,W8_M8_F4,3,11.254014,3,1.0,3,1.0,0,0.0,moderate
QFT,greedy_critical,stall_medium,underutilized,l2_l2,W8_M8_F4,4,6.739468,4,1.0,4,1.0,0,0.0,moderate
QFT,greedy_critical,stall_medium,underutilized,mixed,W8_M8_F4,10,21.405753,10,1.0,10,1.0,10,1.0,strong
QFT,regime_switch,stall_high,active,l1_l1,W8_M8_F8,5,50.931674,5,1.0,5,1.0,5,1.0,strong
QFT,regime_switch,stall_high,active,l2_l2,W8_M8_F8,5,27.628367,5,1.0,5,1.0,5,1.0,strong
QFT,regime_switch,stall_high,underutilized,l2_l2,W8_M8_F4,5,35.872997,5,1.0,5,1.0,5,1.0,strong
QFT,regime_switch,stall_high,underutilized,l2_l2,W8_M8_F8,5,129.069744,5,1.0,5,1.0,5,1.0,strong
QFT,regime_switch,stall_high,underutilized,mixed,W8_M8_F8,10,90.361461,10,1.0,10,1.0,10,1.0,strong
